Date,Product,Brand,Size,Quantity Sold,Unit Price (₹),Margin (%),Profit (₹),Net Profit (₹),Total Revenue (₹),Tax (GST % ),Tax Amount (₹),Net Tax (₹),Dealer,Stock Availability,Dealer Location
10-08-2025,Boots,Metro,9,89,3092.22,30%,82562.27,49654.59,275207.58,12%,33024.91,33024.91,Dealer_7,107,Mumbai
11-08-2025,Boots,Bata,8,79,2394.38,30%,56746.81,34105.06,189156.02,12%,22698.72,22698.72,Dealer_3,159,Mumbai
11-08-2025,Sneakers,Reebok,8,83,2609.55,20%,43318.53,17357.25,216592.65,12%,25991.12,25991.12,Dealer_3,179,Mumbai
11-08-2025,Sandals,Reebok,8,57,2593.33,20%,29563.96,11876.42,147819.81,12%,17738.38,17738.38,Dealer_1,36,Delhi
11-08-2025,Boots,Liberty,7,62,1287.84,40%,31938.43,22363.08,79846.08,12%,9581.53,9581.53,Dealer_2,61,Delhi
11-08-2025,Sneakers,Paragon,10,75,980.35,40%,29410.5,20581.23,73526.25,12%,8823.15,8823.15,Dealer_2,49,Delhi
11-08-2025,Sneakers,Reebok,8,68,3712.29,20%,50487.14,20339.12,252435.72,12%,30292.29,30292.29,Dealer_6,134,Pune
11-08-2025,Sandals,Sketchers,11,60,3590.3,25%,53854.5,28160.63,215418.0,12%,25850.16,25850.16,Dealer_2,97,Delhi
11-08-2025,Sandals,Nike,9,67,12603.37,15%,126663.87,25318.61,844425.79,12%,101331.09,101331.09,Dealer_4,4,Haryana
11-08-2025,Boots,Metro,8,67,2619.39,30%,52649.74,31613.61,175499.13,12%,21059.9,21059.9,Dealer_1,192,Delhi
11-08-2025,Sandals,Woodland,10,67,4621.88,20%,61933.19,24781.44,309665.96,12%,37159.92,37159.92,Dealer_1,108,Delhi
11-08-2025,Sandals,Paragon,7,73,2152.26,40%,62845.99,43831.02,157114.98,12%,18853.8,18853.8,Dealer_4,179,Haryana
12-08-2025,Boots,Reebok,6,57,5207.23,20%,59362.42,23711.33,296812.11,12%,35617.45,35617.45,Dealer_1,112,Delhi
12-08-2025,Heels,Sketchers,9,75,3051.94,25%,57223.88,29916.39,228895.5,12%,27467.46,27467.46,Dealer_6,9,Pune
12-08-2025,Flats,Reebok,11,62,4789.86,20%,59394.26,23682.73,296971.32,12%,35636.56,35636.56,Dealer_2,117,Delhi
12-08-2025,Boots,Adidas,7,71,6369.58,15%,67836.03,13778.66,452240.18,12%,54268.82,54268.82,Dealer_5,68,Haryana
12-08-2025,Heels,Paragon,10,75,1979.35,40%,59380.5,41683.56,148451.25,12%,17814.15,17814.15,Dealer_7,184,Mumbai
12-08-2025,Heels,Woodland,10,74,7710.19,20%,114110.81,45684.47,570554.06,12%,68466.49,68466.49,Dealer_4,174,Haryana
12-08-2025,Sandals,Liberty,10,78,2372.85,40%,74032.92,51879.13,185082.3,12%,22209.88,22209.88,Dealer_6,150,Pune
12-08-2025,Sandals,Sketchers,9,65,5992.97,25%,97385.76,50548.88,389543.05,12%,46745.17,46745.17,Dealer_4,65,Haryana
12-08-2025,Sandals,Puma,7,50,1532.48,20%,15324.8,6103.4,76624.0,12%,9194.88,9194.88,Dealer_3,19,Mumbai
12-08-2025,Sandals,Puma,8,73,6880.61,20%,100456.91,40326.9,502284.53,12%,60274.14,60274.14,Dealer_7,189,Mumbai
12-08-2025,Heels,Bata,9,77,2461.91,30%,56870.12,34060.62,189567.07,12%,22748.05,22748.05,Dealer_3,127,Mumbai
12-08-2025,Sneakers,Adidas,10,74,5759.41,15%,63929.45,12892.0,426196.34,12%,51143.56,51143.56,Dealer_4,154,Haryana
13-08-2025,Sandals,Nike,6,61,7509.01,15%,68707.44,13603.78,458049.61,12%,54965.95,54965.95,Dealer_1,192,Delhi
13-08-2025,Heels,Reebok,9,71,2787.89,20%,39588.04,15715.4,197940.19,12%,23752.82,23752.82,Dealer_6,88,Pune
13-08-2025,Sneakers,Puma,10,84,1815.13,20%,30494.18,12387.81,152470.92,12%,18296.51,18296.51,Dealer_6,80,Pune
13-08-2025,Sneakers,Metro,9,61,4400.29,30%,80525.31,48314.0,268417.69,12%,32210.12,32210.12,Dealer_4,62,Haryana
13-08-2025,Sandals,Bata,6,67,1423.38,30%,28609.94,17112.11,95366.46,12%,11443.98,11443.98,Dealer_1,57,Delhi
13-08-2025,Sandals,Nike,11,59,10048.87,15%,88932.5,17922.77,592883.33,12%,71146.0,71146.0,Dealer_2,176,Delhi
13-08-2025,Sneakers,Bata,8,65,2925.73,30%,57051.74,34355.62,190172.45,12%,22820.69,22820.69,Dealer_7,46,Mumbai
13-08-2025,Boots,Sketchers,8,70,4729.01,25%,82757.68,43126.07,331030.7,12%,39723.68,39723.68,Dealer_6,171,Pune
13-08-2025,Flats,Puma,10,63,4194.37,20%,52849.06,21082.64,264245.31,12%,31709.44,31709.44,Dealer_5,87,Haryana
13-08-2025,Sneakers,Sketchers,11,71,3403.07,25%,60404.49,31381.64,241617.97,12%,28994.16,28994.16,Dealer_4,134,Haryana
13-08-2025,Heels,Adidas,8,79,7941.72,15%,94109.38,18853.04,627395.88,12%,75287.51,75287.51,Dealer_1,178,Delhi
13-08-2025,Sandals,Sketchers,9,79,1864.28,25%,36819.53,19215.6,147278.12,12%,17673.37,17673.37,Dealer_4,107,Haryana
14-08-2025,Heels,Woodland,6,61,3437.08,20%,41932.38,16722.1,209661.88,12%,25159.43,25159.43,Dealer_6,62,Pune
14-08-2025,Boots,Woodland,9,68,2084.91,20%,28354.78,11358.98,141773.88,12%,17012.87,17012.87,Dealer_5,95,Haryana
14-08-2025,Sandals,Adidas,11,68,2932.54,15%,29911.91,6009.12,199412.72,12%,23929.53,23929.53,Dealer_1,57,Delhi
14-08-2025,Flats,Liberty,8,82,2960.39,40%,97100.79,68099.23,242751.98,12%,29130.24,29130.24,Dealer_2,34,Delhi
14-08-2025,Sandals,Sketchers,6,63,2168.66,25%,34156.39,17836.77,136625.58,12%,16395.07,16395.07,Dealer_4,156,Haryana
14-08-2025,Boots,Adidas,10,71,2652.19,15%,28245.82,5498.48,188305.49,12%,22596.66,22596.66,Dealer_2,165,Delhi
14-08-2025,Boots,Liberty,9,76,1895.11,40%,57611.34,40306.58,144028.36,12%,17283.4,17283.4,Dealer_7,180,Mumbai
14-08-2025,Boots,Liberty,9,75,1260.43,40%,37812.9,26376.15,94532.25,12%,11343.87,11343.87,Dealer_4,147,Haryana
14-08-2025,Heels,Liberty,9,56,713.19,40%,15975.46,11239.63,39938.64,12%,4792.64,4792.64,Dealer_4,58,Haryana
14-08-2025,Sneakers,Sketchers,7,72,4321.39,25%,77785.02,40540.53,311140.08,12%,37336.81,37336.81,Dealer_3,182,Mumbai
14-08-2025,Flats,Bata,10,68,1721.72,30%,35123.09,21084.01,117076.96,12%,14049.24,14049.24,Dealer_3,145,Mumbai
14-08-2025,Sneakers,Bata,8,57,1940.24,30%,33178.1,19880.05,110593.68,12%,13271.24,13271.24,Dealer_1,35,Delhi
15-08-2025,Sandals,Bata,10,75,1442.39,30%,32453.78,19479.18,108179.25,12%,12981.51,12981.51,Dealer_4,53,Haryana
15-08-2025,Sneakers,Liberty,6,56,2563.74,40%,57427.78,40220.34,143569.44,12%,17228.33,17228.33,Dealer_7,109,Mumbai
15-08-2025,Flats,Metro,11,66,4428.99,30%,87694.0,52552.39,292313.34,12%,35077.6,35077.6,Dealer_3,171,Mumbai
15-08-2025,Sandals,Reebok,9,80,4310.34,20%,68965.44,27464.3,344827.2,12%,41379.26,41379.26,Dealer_2,45,Delhi
15-08-2025,Flats,Nike,9,58,7179.58,15%,62462.35,12287.46,416415.64,12%,49969.88,49969.88,Dealer_4,53,Haryana
15-08-2025,Sandals,Metro,9,63,2870.58,30%,54253.96,32679.1,180846.54,12%,21701.58,21701.58,Dealer_6,75,Pune
15-08-2025,Flats,Liberty,10,71,2500.97,40%,71027.55,49768.92,177568.87,12%,21308.26,21308.26,Dealer_1,77,Delhi
15-08-2025,Sneakers,Nike,7,66,8625.28,15%,85390.27,17114.31,569268.48,12%,68312.22,68312.22,Dealer_1,56,Delhi
15-08-2025,Flats,Woodland,10,60,6256.69,20%,75080.28,30158.63,375401.4,12%,45048.17,45048.17,Dealer_3,178,Mumbai
15-08-2025,Boots,Reebok,11,67,2700.29,20%,36183.89,14348.01,180919.43,12%,21710.33,21710.33,Dealer_6,59,Pune
15-08-2025,Sandals,Bata,6,71,3227.16,30%,68738.51,41069.54,229128.36,12%,27495.4,27495.4,Dealer_6,193,Pune
16-08-2025,Sneakers,Reebok,10,72,5777.03,20%,83189.23,33314.12,415946.16,12%,49913.54,49913.54,Dealer_4,173,Haryana
16-08-2025,Heels,Sketchers,10,84,5849.63,25%,122842.23,63907.29,491368.92,12%,58964.27,58964.27,Dealer_6,18,Pune
16-08-2025,Heels,Sketchers,7,89,4695.77,25%,104480.88,54156.93,417923.53,12%,50150.82,50150.82,Dealer_1,168,Delhi
16-08-2025,Flats,Paragon,6,72,1711.07,40%,49278.82,34531.12,123197.04,12%,14783.64,14783.64,Dealer_5,8,Haryana
16-08-2025,Flats,Bata,9,102,2572.98,30%,78733.19,47199.89,262443.96,12%,31493.28,31493.28,Dealer_4,167,Haryana
16-08-2025,Heels,Woodland,9,93,5042.71,20%,93794.41,37437.05,468972.03,12%,56276.64,56276.64,Dealer_6,64,Pune
16-08-2025,Flats,Bata,8,81,3061.69,30%,74399.07,44606.1,247996.89,12%,29759.63,29759.63,Dealer_3,3,Mumbai
16-08-2025,Flats,Reebok,11,73,5361.11,20%,78272.21,31064.73,391361.03,12%,46963.32,46963.32,Dealer_6,45,Pune
16-08-2025,Heels,Woodland,6,68,4943.41,20%,67230.38,26833.01,336151.88,12%,40338.23,40338.23,Dealer_2,89,Delhi
16-08-2025,Flats,Adidas,11,85,3242.4,15%,41340.6,8197.69,275604.0,12%,33072.48,33072.48,Dealer_3,190,Mumbai
17-08-2025,Flats,Metro,11,82,2950.93,30%,72592.88,43611.44,241976.26,12%,29037.15,29037.15,Dealer_7,26,Mumbai
17-08-2025,Heels,Sketchers,6,78,1745.32,25%,34033.74,17681.72,136134.96,12%,16336.2,16336.2,Dealer_4,129,Haryana
17-08-2025,Boots,Paragon,6,67,2474.22,40%,66309.1,46480.25,165772.74,12%,19892.73,19892.73,Dealer_2,180,Delhi
17-08-2025,Boots,Sketchers,7,86,5321.47,25%,114411.61,59239.08,457646.42,12%,54917.57,54917.57,Dealer_5,75,Haryana
17-08-2025,Heels,Liberty,6,85,1388.85,40%,47220.9,32970.72,118052.25,12%,14166.27,14166.27,Dealer_7,186,Mumbai
17-08-2025,Heels,Paragon,7,75,1756.96,40%,52708.8,36951.76,131772.0,12%,15812.64,15812.64,Dealer_2,2,Delhi
17-08-2025,Sneakers,Sketchers,6,83,4141.96,25%,85945.67,44660.86,343782.68,12%,41253.92,41253.92,Dealer_4,128,Haryana
17-08-2025,Boots,Woodland,10,91,3476.55,20%,63273.21,25393.83,316366.05,12%,37963.93,37963.93,Dealer_6,22,Pune
17-08-2025,Boots,Sketchers,9,70,5276.15,25%,92332.62,47832.5,369330.5,12%,44319.66,44319.66,Dealer_2,131,Delhi
17-08-2025,Flats,Puma,11,89,2096.86,20%,37324.11,15002.75,186620.54,12%,22394.46,22394.46,Dealer_5,168,Haryana
17-08-2025,Sandals,Woodland,11,65,5998.46,20%,77979.98,31128.08,389899.9,12%,46787.99,46787.99,Dealer_1,34,Delhi
18-08-2025,Sandals,Paragon,8,78,2446.74,40%,76338.29,53363.18,190845.72,12%,22901.49,22901.49,Dealer_2,172,Delhi
18-08-2025,Sandals,Sketchers,9,73,5251.45,25%,95838.96,49935.37,383355.85,12%,46002.7,46002.7,Dealer_4,102,Haryana
18-08-2025,Sneakers,Reebok,10,74,6643.33,20%,98321.28,39444.7,491606.42,12%,58992.77,58992.77,Dealer_3,161,Mumbai
18-08-2025,Sandals,Nike,11,51,11484.41,15%,87855.74,17674.62,585704.91,12%,70284.59,70284.59,Dealer_5,24,Haryana
18-08-2025,Sandals,Liberty,8,56,2362.04,40%,52909.7,37240.65,132274.24,12%,15872.91,15872.91,Dealer_5,49,Haryana
18-08-2025,Flats,Reebok,10,66,7276.01,20%,96043.33,38544.01,480216.66,12%,57626.0,57626.0,Dealer_7,152,Mumbai
18-08-2025,Flats,Bata,6,61,3316.69,30%,60695.43,36337.71,202318.09,12%,24278.17,24278.17,Dealer_3,23,Mumbai
18-08-2025,Flats,Metro,6,74,2840.02,30%,63048.44,37843.23,210161.48,12%,25219.38,25219.38,Dealer_5,199,Haryana
18-08-2025,Sandals,Reebok,9,65,5880.1,20%,76441.3,30540.5,382206.5,12%,45864.78,45864.78,Dealer_4,137,Haryana
18-08-2025,Sneakers,Metro,7,70,3841.29,30%,80667.09,48603.16,268890.3,12%,32266.84,32266.84,Dealer_1,58,Delhi
18-08-2025,Flats,Paragon,10,61,2858.76,40%,69753.74,48938.11,174384.36,12%,20926.12,20926.12,Dealer_2,3,Delhi
18-08-2025,Heels,Liberty,9,75,2631.07,40%,78932.1,55233.58,197330.25,12%,23679.63,23679.63,Dealer_4,57,Haryana
19-08-2025,Flats,Nike,7,58,5682.54,15%,49438.1,9975.41,329587.32,12%,39550.48,39550.48,Dealer_7,65,Mumbai
19-08-2025,Heels,Reebok,9,75,4312.9,20%,64693.5,25754.18,323467.5,12%,38816.1,38816.1,Dealer_1,118,Delhi
19-08-2025,Sneakers,Liberty,11,73,1368.77,40%,39968.08,28002.68,99920.21,12%,11990.43,11990.43,Dealer_6,84,Pune
19-08-2025,Boots,Woodland,7,52,4448.23,20%,46261.59,18410.84,231307.96,12%,27756.96,27756.96,Dealer_4,9,Haryana
19-08-2025,Sandals,Woodland,9,66,3207.36,20%,42337.15,16766.0,211685.76,12%,25402.29,25402.29,Dealer_2,20,Delhi
19-08-2025,Boots,Woodland,11,68,2033.83,20%,27660.09,11142.49,138300.44,12%,16596.05,16596.05,Dealer_6,88,Pune
19-08-2025,Sandals,Bata,10,91,2980.62,30%,81370.93,48913.41,271236.42,12%,32548.37,32548.37,Dealer_2,184,Delhi
19-08-2025,Sneakers,Sketchers,10,60,3429.4,25%,51441.0,26795.04,205764.0,12%,24691.68,24691.68,Dealer_1,15,Delhi
19-08-2025,Flats,Sketchers,7,78,2114.69,25%,41236.46,21424.66,164945.82,12%,19793.5,19793.5,Dealer_5,46,Haryana
19-08-2025,Boots,Bata,7,86,2088.49,30%,53883.04,32203.19,179610.14,12%,21553.22,21553.22,Dealer_4,200,Haryana
19-08-2025,Heels,Nike,11,55,9762.61,15%,80541.53,15992.17,536943.55,12%,64433.23,64433.23,Dealer_5,14,Haryana
20-08-2025,Sneakers,Adidas,8,71,2977.2,15%,31707.18,6244.51,211381.2,12%,25365.74,25365.74,Dealer_3,156,Mumbai
20-08-2025,Boots,Nike,6,60,3844.07,15%,34596.63,6895.96,230644.2,12%,27677.3,27677.3,Dealer_5,172,Haryana
20-08-2025,Sneakers,Nike,9,66,9228.63,15%,91363.44,18380.31,609089.58,12%,73090.75,73090.75,Dealer_3,66,Mumbai
20-08-2025,Boots,Metro,11,57,3707.81,30%,63403.55,38148.17,211345.17,12%,25361.42,25361.42,Dealer_6,128,Pune
20-08-2025,Sandals,Reebok,9,77,3275.87,20%,50448.4,20014.5,252241.99,12%,30269.04,30269.04,Dealer_5,163,Haryana
20-08-2025,Sneakers,Paragon,10,85,761.59,40%,25894.06,18056.52,64735.15,12%,7768.22,7768.22,Dealer_1,148,Delhi
20-08-2025,Heels,Sketchers,10,63,3740.15,25%,58907.36,30559.81,235629.45,12%,28275.53,28275.53,Dealer_5,57,Haryana
20-08-2025,Flats,Adidas,7,66,4801.22,15%,47532.08,9253.26,316880.52,12%,38025.66,38025.66,Dealer_2,170,Delhi
20-08-2025,Heels,Woodland,11,50,4150.77,20%,41507.7,16659.69,207538.5,12%,24904.62,24904.62,Dealer_1,27,Delhi
20-08-2025,Sneakers,Liberty,11,74,990.8,40%,29327.68,20504.76,73319.2,12%,8798.3,8798.3,Dealer_3,154,Mumbai
20-08-2025,Sandals,Nike,10,69,4992.63,15%,51673.72,10323.43,344491.47,12%,41338.98,41338.98,Dealer_5,73,Haryana
21-08-2025,Flats,Sketchers,10,72,4296.51,25%,77337.18,40349.92,309348.72,12%,37121.85,37121.85,Dealer_6,151,Pune
21-08-2025,Sneakers,Reebok,7,64,5068.02,20%,64870.66,25957.09,324353.28,12%,38922.39,38922.39,Dealer_6,115,Pune
21-08-2025,Boots,Metro,9,74,1626.96,30%,36118.51,21628.03,120395.04,12%,14447.4,14447.4,Dealer_6,100,Pune
21-08-2025,Flats,Paragon,10,70,2740.68,40%,76739.04,53774.54,191847.6,12%,23021.71,23021.71,Dealer_7,19,Mumbai
21-08-2025,Flats,Woodland,6,61,5385.05,20%,65697.61,26384.93,328488.05,12%,39418.57,39418.57,Dealer_7,121,Mumbai
21-08-2025,Heels,Reebok,10,76,3577.24,20%,54374.05,21779.27,271870.24,12%,32624.43,32624.43,Dealer_6,180,Pune
21-08-2025,Flats,Nike,10,64,9126.4,15%,87613.44,17591.61,584089.6,12%,70090.75,70090.75,Dealer_4,62,Haryana
21-08-2025,Flats,Liberty,11,79,2084.1,40%,65857.56,46085.74,164643.9,12%,19757.27,19757.27,Dealer_7,176,Mumbai
21-08-2025,Boots,Nike,7,63,12025.33,15%,113639.37,22719.69,757595.79,12%,90911.49,90911.49,Dealer_2,131,Delhi
21-08-2025,Flats,Nike,9,74,7179.01,15%,79687.01,15948.7,531246.74,12%,63749.61,63749.61,Dealer_3,144,Mumbai
22-08-2025,Heels,Sketchers,6,69,2504.68,25%,43205.73,22391.67,172822.92,12%,20738.75,20738.75,Dealer_7,27,Mumbai
22-08-2025,Sneakers,Metro,10,75,1697.68,30%,38197.8,22861.87,127326.0,12%,15279.12,15279.12,Dealer_4,115,Haryana
22-08-2025,Boots,Metro,9,86,3575.2,30%,92240.16,55481.88,307467.2,12%,36896.06,36896.06,Dealer_6,171,Pune
22-08-2025,Heels,Paragon,10,73,2408.1,40%,70316.52,49422.36,175791.3,12%,21094.96,21094.96,Dealer_7,59,Mumbai
22-08-2025,Sneakers,Puma,10,56,3257.74,20%,36486.69,14753.89,182433.44,12%,21892.01,21892.01,Dealer_4,70,Haryana
22-08-2025,Sneakers,Sketchers,10,75,4885.81,25%,91608.94,47504.32,366435.75,12%,43972.29,43972.29,Dealer_2,61,Delhi
22-08-2025,Sneakers,Reebok,9,76,4079.39,20%,62006.73,24660.71,310033.64,12%,37204.04,37204.04,Dealer_4,136,Haryana
22-08-2025,Boots,Adidas,10,70,4130.31,15%,43368.26,8554.58,289121.7,12%,34694.6,34694.6,Dealer_5,121,Haryana
22-08-2025,Flats,Bata,8,67,4002.6,30%,80452.26,48284.79,268174.2,12%,32180.9,32180.9,Dealer_4,17,Haryana
22-08-2025,Flats,Bata,8,65,4366.11,30%,85139.14,50802.61,283797.15,12%,34055.66,34055.66,Dealer_4,67,Haryana
23-08-2025,Sandals,Adidas,11,81,4530.84,15%,55049.71,10951.06,366998.04,12%,44039.76,44039.76,Dealer_4,92,Haryana
23-08-2025,Flats,Sketchers,9,86,5876.53,25%,126345.39,65840.32,505381.58,12%,60645.79,60645.79,Dealer_3,174,Mumbai
23-08-2025,Heels,Paragon,7,95,848.74,40%,32252.12,22674.73,80630.3,12%,9675.64,9675.64,Dealer_4,168,Haryana
23-08-2025,Heels,Liberty,6,73,2540.93,40%,74195.16,51885.7,185487.89,12%,22258.55,22258.55,Dealer_3,27,Mumbai
23-08-2025,Sneakers,Adidas,8,78,5810.59,15%,67983.9,13553.45,453226.02,12%,54387.12,54387.12,Dealer_2,60,Delhi
23-08-2025,Heels,Sketchers,6,75,3569.76,25%,66933.0,34861.88,267732.0,12%,32127.84,32127.84,Dealer_3,189,Mumbai
23-08-2025,Boots,Metro,6,85,1711.0,30%,43630.5,26271.83,145435.0,12%,17452.2,17452.2,Dealer_4,193,Haryana
23-08-2025,Heels,Nike,10,82,5427.28,15%,66755.54,13297.8,445036.96,12%,53404.44,53404.44,Dealer_6,54,Pune
23-08-2025,Sneakers,Liberty,7,81,1584.79,40%,51347.2,35919.6,128367.99,12%,15404.16,15404.16,Dealer_6,16,Pune
23-08-2025,Flats,Metro,8,75,4835.75,30%,108804.38,65226.02,362681.25,12%,43521.75,43521.75,Dealer_1,64,Delhi
23-08-2025,Sandals,Sketchers,9,75,4596.68,25%,86187.75,44684.5,344751.0,12%,41370.12,41370.12,Dealer_7,53,Mumbai
23-08-2025,Heels,Liberty,7,84,1251.63,40%,42054.77,29416.36,105136.92,12%,12616.43,12616.43,Dealer_3,36,Mumbai
24-08-2025,Sandals,Metro,6,88,1769.96,30%,46726.94,28006.57,155756.48,12%,18690.78,18690.78,Dealer_7,87,Mumbai
24-08-2025,Boots,Paragon,11,78,1506.07,40%,46989.38,32766.5,117473.46,12%,14096.82,14096.82,Dealer_5,140,Haryana
24-08-2025,Sneakers,Reebok,7,84,7474.54,20%,125572.27,50293.52,627861.36,12%,75343.36,75343.36,Dealer_6,38,Pune
24-08-2025,Boots,Adidas,9,91,7320.74,15%,99928.1,20033.95,666187.34,12%,79942.48,79942.48,Dealer_6,172,Pune
24-08-2025,Boots,Puma,11,80,6501.01,20%,104016.16,41676.04,520080.8,12%,62409.7,62409.7,Dealer_4,149,Haryana
24-08-2025,Boots,Woodland,9,81,6340.03,20%,102708.49,41006.59,513542.43,12%,61625.09,61625.09,Dealer_2,56,Delhi
24-08-2025,Boots,Nike,7,69,7134.51,15%,73842.18,14570.08,492281.19,12%,59073.74,59073.74,Dealer_3,121,Mumbai
24-08-2025,Heels,Metro,11,90,2946.23,30%,79548.21,47775.66,265160.7,12%,31819.28,31819.28,Dealer_1,147,Delhi
24-08-2025,Flats,Adidas,10,78,3430.82,15%,40140.59,7961.71,267603.96,12%,32112.48,32112.48,Dealer_5,72,Haryana
24-08-2025,Sneakers,Puma,11,81,2267.24,20%,36729.29,14602.65,183646.44,12%,22037.57,22037.57,Dealer_7,179,Mumbai
24-08-2025,Sneakers,Bata,7,87,1962.61,30%,51224.12,30608.77,170747.07,12%,20489.65,20489.65,Dealer_5,65,Haryana
25-08-2025,Sneakers,Paragon,8,55,1354.31,40%,29794.82,20828.84,74487.05,12%,8938.45,8938.45,Dealer_3,17,Mumbai
25-08-2025,Heels,Liberty,7,55,1846.93,40%,40632.46,28600.45,101581.15,12%,12189.74,12189.74,Dealer_5,62,Haryana
25-08-2025,Sneakers,Woodland,6,58,7343.24,20%,85181.58,34022.09,425907.92,12%,51108.95,51108.95,Dealer_3,103,Mumbai
25-08-2025,Flats,Nike,7,63,9061.04,15%,85626.83,17016.39,570845.52,12%,68501.46,68501.46,Dealer_4,122,Haryana
25-08-2025,Flats,Sketchers,11,66,5419.85,25%,89427.52,46567.51,357710.1,12%,42925.21,42925.21,Dealer_1,79,Delhi
25-08-2025,Boots,Liberty,10,70,1400.72,40%,39220.16,27471.39,98050.4,12%,11766.05,11766.05,Dealer_1,110,Delhi
25-08-2025,Heels,Liberty,11,82,2135.61,40%,70048.01,48821.68,175120.02,12%,21014.4,21014.4,Dealer_1,50,Delhi
25-08-2025,Flats,Sketchers,6,62,3380.22,25%,52393.41,27310.81,209573.64,12%,25148.84,25148.84,Dealer_7,139,Mumbai
25-08-2025,Boots,Paragon,8,68,1230.43,40%,33467.7,23640.23,83669.24,12%,10040.31,10040.31,Dealer_6,54,Pune
25-08-2025,Sandals,Metro,9,70,3898.28,30%,81863.88,48858.27,272879.6,12%,32745.55,32745.55,Dealer_5,138,Haryana
25-08-2025,Flats,Reebok,6,65,2934.99,20%,38154.87,15138.38,190774.35,12%,22892.92,22892.92,Dealer_3,140,Mumbai
25-08-2025,Boots,Puma,10,70,5852.83,20%,81939.62,32491.0,409698.1,12%,49163.77,49163.77,Dealer_6,75,Pune
26-08-2025,Boots,Reebok,9,81,2429.19,20%,39352.88,15733.62,196764.39,12%,23611.73,23611.73,Dealer_2,63,Delhi
26-08-2025,Sneakers,Paragon,8,60,604.7,40%,14512.8,10258.0,36282.0,12%,4353.84,4353.84,Dealer_4,41,Haryana
26-08-2025,Boots,Puma,10,73,2795.89,20%,40819.99,16338.55,204099.97,12%,24492.0,24492.0,Dealer_2,180,Delhi
26-08-2025,Boots,Woodland,10,70,5093.4,20%,71307.6,28662.24,356538.0,12%,42784.56,42784.56,Dealer_7,73,Mumbai
26-08-2025,Boots,Woodland,10,70,5790.13,20%,81061.82,32507.78,405309.1,12%,48637.09,48637.09,Dealer_4,62,Haryana
26-08-2025,Sandals,Reebok,11,62,3258.06,20%,40399.94,16330.19,201999.72,12%,24239.97,24239.97,Dealer_1,16,Delhi
26-08-2025,Sneakers,Bata,9,74,4074.41,30%,90451.9,54387.16,301506.34,12%,36180.76,36180.76,Dealer_4,46,Haryana
26-08-2025,Flats,Paragon,8,61,2592.71,40%,63262.12,44243.19,158155.31,12%,18978.64,18978.64,Dealer_3,19,Mumbai
26-08-2025,Sandals,Nike,10,77,6975.49,15%,80566.91,16120.05,537112.73,12%,64453.53,64453.53,Dealer_5,97,Haryana
26-08-2025,Flats,Puma,10,74,1917.74,20%,28382.55,11266.15,141912.76,12%,17029.53,17029.53,Dealer_7,27,Mumbai
26-08-2025,Sneakers,Paragon,8,63,1567.47,40%,39500.24,27627.11,98750.61,12%,11850.07,11850.07,Dealer_1,98,Delhi
27-08-2025,Boots,Nike,11,52,5191.87,15%,40496.59,8105.5,269977.24,12%,32397.27,32397.27,Dealer_4,2,Haryana
27-08-2025,Sandals,Bata,10,61,3548.57,30%,64938.83,38954.81,216462.77,12%,25975.53,25975.53,Dealer_4,68,Haryana
27-08-2025,Heels,Sketchers,7,65,5231.9,25%,85018.38,44343.78,340073.5,12%,40808.82,40808.82,Dealer_5,28,Haryana
27-08-2025,Boots,Puma,8,63,1899.25,20%,23930.55,9539.2,119652.75,12%,14358.33,14358.33,Dealer_1,107,Delhi
27-08-2025,Boots,Metro,10,66,2507.62,30%,49650.88,29697.32,165502.92,12%,19860.35,19860.35,Dealer_4,57,Haryana
27-08-2025,Flats,Adidas,9,82,2447.83,15%,30108.31,5934.7,200722.06,12%,24086.65,24086.65,Dealer_2,175,Delhi
27-08-2025,Sandals,Puma,7,63,4647.3,20%,58555.98,23487.9,292779.9,12%,35133.59,35133.59,Dealer_3,69,Mumbai
27-08-2025,Sandals,Nike,9,62,12603.03,15%,117208.18,23301.32,781387.86,12%,93766.54,93766.54,Dealer_6,4,Pune
27-08-2025,Boots,Puma,10,61,3561.74,20%,43453.23,17361.17,217266.14,12%,26071.94,26071.94,Dealer_2,63,Delhi
27-08-2025,Sneakers,Sketchers,11,69,5282.4,25%,91121.4,47515.88,364485.6,12%,43738.27,43738.27,Dealer_4,114,Haryana
27-08-2025,Sneakers,Woodland,10,69,3403.91,20%,46973.96,18818.84,234869.79,12%,28184.37,28184.37,Dealer_2,169,Delhi
27-08-2025,Flats,Adidas,9,76,4037.8,15%,46030.92,9198.72,306872.8,12%,36824.74,36824.74,Dealer_5,195,Haryana
28-08-2025,Sandals,Woodland,11,70,3024.23,20%,42339.22,16932.1,211696.1,12%,25403.53,25403.53,Dealer_7,142,Mumbai
28-08-2025,Flats,Woodland,10,68,2939.68,20%,39979.65,15888.9,199898.24,12%,23987.79,23987.79,Dealer_7,47,Mumbai
28-08-2025,Heels,Paragon,6,59,2465.35,40%,58182.26,40641.87,145455.65,12%,17454.68,17454.68,Dealer_2,13,Delhi
28-08-2025,Heels,Liberty,11,64,846.73,40%,21676.29,15153.88,54190.72,12%,6502.89,6502.89,Dealer_7,113,Mumbai
28-08-2025,Boots,Paragon,6,61,2930.47,40%,71503.47,50079.55,178758.67,12%,21451.04,21451.04,Dealer_2,107,Delhi
